tourney_name,surface,match_num,winner_seed,winner_name,winner_ht,winner_ioc,winner_age,loser_seed,loser_name,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,year
Roland Garros,Clay,225,4.0,Rafael Nadal,185.0,ESP,30.9869952088,6.0,Dominic Thiem,185.0,AUT,23.7344284736,6-3 6-4 6-0,5,SF,127.0,2.0,2.0,74.0,49.0,35.0,19.0,13.0,7.0,8.0,3.0,3.0,81.0,43.0,27.0,14.0,12.0,4.0,10.0,2017
Roland Garros,Clay,226,4.0,Rafael Nadal,185.0,ESP,30.9869952088,3.0,Stan Wawrinka,183.0,SUI,32.1697467488,6-2 6-3 6-1,5,F,125.0,4.0,0.0,65.0,42.0,35.0,15.0,12.0,1.0,1.0,1.0,0.0,86.0,50.0,26.0,16.0,12.0,7.0,13.0,2017
Wimbledon,Grass,100,1.0,Andy Murray,190.0,GBR,30.135523614,,Alexander Bublik,196.0,KAZ,20.0438056126,6-1 6-4 6-2,5,R128,103.0,3.0,2.0,74.0,43.0,33.0,23.0,13.0,6.0,6.0,15.0,12.0,95.0,61.0,41.0,10.0,12.0,7.0,12.0,2017
Wimbledon,Grass,111,24.0,Sam Querrey,198.0,USA,29.7385352498,,Thomas Fabbiano,,ITA,28.1040383299,7-6(5) 7-5 6-2,5,R128,120.0,14.0,2.0,99.0,60.0,46.0,24.0,16.0,8.0,10.0,3.0,4.0,116.0,69.0,43.0,23.0,16.0,7.0,12.0,2017
Wimbledon,Grass,123,16.0,Gilles Muller,193.0,LUX,34.1519507187,,Marton Fucsovics,188.0,HUN,25.3990417522,7-5 6-4 6-2,5,R128,115.0,8.0,2.0,90.0,58.0,47.0,17.0,15.0,1.0,1.0,11.0,6.0,99.0,50.0,35.0,23.0,15.0,2.0,6.0,2017
Wimbledon,Grass,131,7.0,Marin Cilic,198.0,CRO,28.7611225188,,Philipp Kohlschreiber,178.0,GER,33.7138945927,6-4 6-2 6-3,5,R128,116.0,15.0,1.0,88.0,56.0,44.0,18.0,14.0,4.0,4.0,3.0,2.0,90.0,59.0,39.0,12.0,13.0,6.0,10.0,2017
Wimbledon,Grass,132,6.0,Milos Raonic,196.0,CAN,26.5160848734,,Jan Lennard Struff,193.0,GER,27.189596167,7-6(5) 6-2 7-6(4),5,R128,135.0,20.0,4.0,110.0,74.0,58.0,22.0,16.0,5.0,6.0,9.0,5.0,109.0,56.0,44.0,25.0,16.0,10.0,13.0,2017
Wimbledon,Grass,147,3.0,Roger Federer,185.0,SUI,35.9014373717,,Alexandr Dolgopolov,180.0,UKR,28.6516084873,6-3 3-0 RET,5,R128,42.0,10.0,1.0,36.0,27.0,21.0,4.0,6.0,0.0,0.0,2.0,4.0,50.0,23.0,13.0,12.0,6.0,6.0,9.0,2017
Wimbledon,Grass,155,11.0,Tomas Berdych,196.0,CZE,31.7919233402,,Jeremy Chardy,188.0,FRA,30.3874058864,6-3 3-6 7-6(4) 6-4,5,R128,142.0,12.0,3.0,111.0,64.0,56.0,30.0,20.0,4.0,5.0,17.0,2.0,107.0,77.0,64.0,13.0,20.0,0.0,2.0,2017
Wimbledon,Grass,163,2.0,Novak Djokovic,188.0,SRB,30.1163586585,,Martin Klizan,190.0,SVK,27.9780971937,6-3 2-0 RET,5,R128,40.0,7.0,2.0,33.0,23.0,20.0,5.0,6.0,0.0,0.0,0.0,2.0,33.0,21.0,12.0,5.0,5.0,2.0,4.0,2017
Wimbledon,Grass,164,1.0,Andy Murray,190.0,GBR,30.135523614,,Dustin Brown,196.0,GER,32.5667351129,6-3 6-2 6-2,5,R64,96.0,9.0,2.0,66.0,31.0,26.0,26.0,13.0,0.0,0.0,5.0,4.0,87.0,47.0,31.0,16.0,12.0,5.0,10.0,2017
Wimbledon,Grass,169,24.0,Sam Querrey,198.0,USA,29.7385352498,,Nikoloz Basilashvili,185.0,GEO,25.3579739904,6-4 4-6 6-3 6-3,5,R64,111.0,32.0,0.0,93.0,62.0,53.0,20.0,19.0,0.0,1.0,6.0,3.0,116.0,73.0,43.0,29.0,19.0,7.0,11.0,2017
Wimbledon,Grass,175,16.0,Gilles Muller,193.0,LUX,34.1519507187,,Lukas Rosol,196.0,CZE,31.9425051335,7-5 6-7(7) 4-6 6-3 9-7,5,R64,217.0,45.0,13.0,173.0,110.0,96.0,30.0,30.0,11.0,13.0,25.0,8.0,183.0,119.0,93.0,31.0,29.0,10.0,14.0,2017
Wimbledon,Grass,179,7.0,Marin Cilic,198.0,CRO,28.7611225188,,Florian Mayer,190.0,GER,33.7440109514,7-6(2) 6-4 7-5,5,R64,132.0,31.0,5.0,93.0,55.0,50.0,21.0,17.0,0.0,2.0,0.0,4.0,122.0,77.0,52.0,18.0,17.0,3.0,7.0,2017
Wimbledon,Grass,180,6.0,Milos Raonic,196.0,CAN,26.5160848734,,Mikhail Youzhny,183.0,RUS,35.022587269,3-6 7-6(7) 6-4 7-5,5,R64,160.0,27.0,7.0,113.0,73.0,65.0,23.0,22.0,3.0,4.0,2.0,3.0,134.0,85.0,64.0,28.0,21.0,4.0,6.0,2017
Wimbledon,Grass,187,3.0,Roger Federer,185.0,SUI,35.9014373717,,Dusan Lajovic,180.0,SRB,27.0088980151,7-6(0) 6-3 6-2,5,R64,90.0,9.0,2.0,78.0,47.0,38.0,25.0,15.0,3.0,4.0,3.0,3.0,87.0,56.0,32.0,20.0,14.0,7.0,11.0,2017
Wimbledon,Grass,191,11.0,Tomas Berdych,196.0,CZE,31.7919233402,,Ryan Harrison,183.0,USA,25.1553730322,6-4 6-3 6-7(8) 6-3,5,R64,156.0,19.0,1.0,113.0,76.0,64.0,22.0,20.0,0.0,1.0,16.0,3.0,132.0,79.0,59.0,25.0,20.0,9.0,13.0,2017
Wimbledon,Grass,195,2.0,Novak Djokovic,188.0,SRB,30.1163586585,,Adam Pavlasek,186.0,CZE,22.7351129363,6-2 6-2 6-1,5,R64,93.0,4.0,1.0,60.0,41.0,33.0,14.0,12.0,1.0,1.0,5.0,4.0,84.0,45.0,26.0,15.0,11.0,11.0,18.0,2017
Wimbledon,Grass,196,1.0,Andy Murray,190.0,GBR,30.135523614,28.0,Fabio Fognini,178.0,ITA,30.1108829569,6-2 4-6 6-1 7-5,5,R32,159.0,15.0,7.0,118.0,76.0,56.0,21.0,19.0,7.0,10.0,3.0,7.0,102.0,63.0,42.0,16.0,18.0,2.0,9.0,2017
Wimbledon,Grass,198,24.0,Sam Querrey,198.0,USA,29.7385352498,12.0,Jo-Wilfried Tsonga,188.0,FRA,32.2108145106,6-2 3-6 7-6(5) 1-6 7-5,5,R32,178.0,22.0,5.0,141.0,78.0,69.0,30.0,24.0,5.0,8.0,12.0,6.0,157.0,99.0,79.0,31.0,24.0,4.0,7.0,2017
Wimbledon,Grass,201,16.0,Gilles Muller,193.0,LUX,34.1519507187,,Aljaz Bedene,181.0,SLO,27.9589322382,7-6(4) 7-5 6-4,5,R32,147.0,19.0,4.0,98.0,61.0,50.0,21.0,17.0,3.0,5.0,15.0,4.0,123.0,72.0,50.0,24.0,17.0,7.0,11.0,2017
Wimbledon,Grass,203,7.0,Marin Cilic,198.0,CRO,28.7611225188,26.0,Steve Johnson,188.0,USA,27.523613963,6-4 7-6(3) 6-4,5,R32,131.0,17.0,1.0,84.0,52.0,42.0,22.0,16.0,0.0,2.0,8.0,6.0,114.0,75.0,50.0,16.0,16.0,11.0,15.0,2017
Wimbledon,Grass,204,6.0,Milos Raonic,196.0,CAN,26.5160848734,25.0,Albert Ramos,188.0,ESP,29.4592744695,7-6(3) 6-4 7-5,5,R32,141.0,21.0,2.0,87.0,61.0,51.0,21.0,17.0,0.0,0.0,11.0,3.0,124.0,77.0,52.0,26.0,17.0,11.0,13.0,2017
Wimbledon,Grass,207,3.0,Roger Federer,185.0,SUI,35.9014373717,27.0,Mischa Zverev,190.0,GER,29.864476386,7-6(3) 6-4 6-4,5,R32,109.0,13.0,1.0,88.0,53.0,44.0,25.0,16.0,1.0,2.0,6.0,4.0,102.0,63.0,45.0,20.0,16.0,3.0,6.0,2017
Wimbledon,Grass,209,11.0,Tomas Berdych,196.0,CZE,31.7919233402,,David Ferrer,175.0,ESP,35.2525667351,6-3 6-4 6-3,5,R32,105.0,3.0,1.0,75.0,45.0,38.0,19.0,14.0,1.0,1.0,3.0,2.0,93.0,56.0,36.0,18.0,14.0,4.0,8.0,2017
Wimbledon,Grass,211,2.0,Novak Djokovic,188.0,SRB,30.1163586585,,Ernests Gulbis,190.0,LAT,28.8405201916,6-4 6-1 7-6(2),5,R32,131.0,6.0,1.0,89.0,56.0,44.0,21.0,15.0,3.0,4.0,13.0,7.0,102.0,63.0,44.0,15.0,14.0,7.0,11.0,2017
Wimbledon,Grass,212,1.0,Andy Murray,190.0,GBR,30.135523614,,Benoit Paire,196.0,FRA,28.1533196441,7-6(1) 6-4 6-4,5,R16,141.0,4.0,0.0,99.0,70.0,47.0,20.0,16.0,8.0,11.0,9.0,10.0,123.0,66.0,43.0,25.0,16.0,11.0,16.0,2017
Wimbledon,Grass,213,24.0,Sam Querrey,198.0,USA,29.7385352498,,Kevin Anderson,203.0,RSA,31.1266255989,5-7 7-6(5) 6-3 6-7(11) 6-3,5,R16,186.0,31.0,1.0,173.0,115.0,95.0,34.0,27.0,6.0,7.0,31.0,5.0,146.0,106.0,90.0,20.0,27.0,1.0,3.0,2017
Wimbledon,Grass,214,16.0,Gilles Muller,193.0,LUX,34.1519507187,4.0,Rafael Nadal,185.0,ESP,31.0828199863,6-3 6-4 3-6 4-6 15-13,5,R16,288.0,30.0,10.0,212.0,133.0,106.0,38.0,33.0,14.0,16.0,23.0,2.0,177.0,119.0,95.0,35.0,33.0,5.0,8.0,2017
Wimbledon,Grass,215,7.0,Marin Cilic,198.0,CRO,28.7611225188,18.0,Roberto Bautista Agut,183.0,ESP,29.2183436003,6-2 6-2 6-2,5,R16,100.0,9.0,0.0,78.0,43.0,34.0,20.0,12.0,5.0,6.0,0.0,3.0,67.0,52.0,27.0,3.0,12.0,2.0,9.0,2017
Wimbledon,Grass,216,6.0,Milos Raonic,196.0,CAN,26.5160848734,10.0,Alexander Zverev,198.0,GER,20.2026009582,4-6 7-5 4-6 7-5 6-1,5,R16,203.0,23.0,6.0,175.0,124.0,94.0,24.0,26.0,14.0,17.0,17.0,7.0,135.0,90.0,72.0,19.0,25.0,3.0,8.0,2017
Wimbledon,Grass,217,3.0,Roger Federer,185.0,SUI,35.9014373717,13.0,Grigor Dimitrov,188.0,BUL,26.1327857632,6-4 6-2 6-4,5,R16,97.0,8.0,0.0,75.0,52.0,39.0,17.0,14.0,2.0,3.0,7.0,7.0,91.0,57.0,37.0,15.0,14.0,5.0,10.0,2017
Wimbledon,Grass,218,11.0,Tomas Berdych,196.0,CZE,31.7919233402,8.0,Dominic Thiem,185.0,AUT,23.8302532512,6-3 6-7(1) 6-3 3-6 6-3,5,R16,172.0,15.0,2.0,141.0,105.0,87.0,18.0,24.0,4.0,5.0,11.0,6.0,132.0,74.0,60.0,34.0,24.0,10.0,13.0,2017
Wimbledon,Grass,219,2.0,Novak Djokovic,188.0,SRB,30.1163586585,,Adrian Mannarino,183.0,FRA,29.0102669405,6-2 7-6(5) 6-4,5,R16,133.0,4.0,2.0,93.0,69.0,49.0,16.0,15.0,1.0,2.0,2.0,1.0,102.0,71.0,43.0,16.0,15.0,6.0,10.0,2017
Wimbledon,Grass,220,24.0,Sam Querrey,198.0,USA,29.7385352498,1.0,Andy Murray,190.0,GBR,30.135523614,3-6 6-4 6-7(4) 6-1 6-1,5,QF,161.0,27.0,2.0,116.0,74.0,62.0,23.0,23.0,4.0,7.0,8.0,2.0,132.0,82.0,60.0,20.0,22.0,4.0,12.0,2017
Wimbledon,Grass,221,7.0,Marin Cilic,198.0,CRO,28.7611225188,16.0,Gilles Muller,193.0,LUX,34.1519507187,3-6 7-6(6) 7-5 5-7 6-1,5,QF,209.0,33.0,9.0,157.0,102.0,86.0,26.0,26.0,4.0,7.0,17.0,7.0,145.0,95.0,76.0,26.0,26.0,7.0,10.0,2017
Wimbledon,Grass,222,3.0,Roger Federer,185.0,SUI,35.9014373717,6.0,Milos Raonic,196.0,CAN,26.5160848734,6-4 6-2 7-6(4),5,QF,117.0,11.0,2.0,89.0,61.0,55.0,15.0,15.0,5.0,5.0,11.0,0.0,96.0,70.0,50.0,11.0,15.0,3.0,6.0,2017
Wimbledon,Grass,223,11.0,Tomas Berdych,196.0,CZE,31.7919233402,2.0,Novak Djokovic,188.0,SRB,30.1163586585,7-6(2) 2-0 RET,5,QF,63.0,1.0,1.0,46.0,27.0,25.0,10.0,7.0,0.0,0.0,1.0,0.0,47.0,39.0,25.0,4.0,7.0,0.0,1.0,2017
Wimbledon,Grass,224,7.0,Marin Cilic,198.0,CRO,28.7611225188,24.0,Sam Querrey,198.0,USA,29.7385352498,6-7(6) 6-4 7-6(3) 7-5,5,SF,176.0,25.0,1.0,120.0,78.0,69.0,28.0,23.0,1.0,3.0,13.0,3.0,151.0,97.0,72.0,26.0,23.0,10.0,14.0,2017
Wimbledon,Grass,225,3.0,Roger Federer,185.0,SUI,35.9014373717,11.0,Tomas Berdych,196.0,CZE,31.7919233402,7-6(4) 7-6(4) 6-4,5,SF,138.0,13.0,4.0,105.0,70.0,59.0,21.0,17.0,5.0,6.0,9.0,0.0,128.0,79.0,54.0,28.0,17.0,7.0,9.0,2017
Wimbledon,Grass,226,3.0,Roger Federer,185.0,SUI,35.9014373717,7.0,Marin Cilic,198.0,CRO,28.7611225188,6-3 6-1 6-4,5,F,101.0,8.0,2.0,70.0,53.0,43.0,12.0,13.0,1.0,1.0,5.0,3.0,90.0,54.0,35.0,14.0,13.0,5.0,10.0,2017
Canada Masters,Hard,242,12.0,Roberto Bautista Agut,183.0,ESP,29.3141683778,,Tim Smyczek,175.0,USA,29.6043805613,7-6(4) 6-1,3,R64,80.0,3.0,6.0,52.0,27.0,24.0,13.0,9.0,1.0,2.0,2.0,1.0,63.0,33.0,24.0,11.0,10.0,0.0,4.0,2017
Canada Masters,Hard,247,,Diego Schwartzman,170.0,ARG,24.9746748802,,Reilly Opelka,211.0,USA,19.9425051335,6-3 6-7(2) 6-4,3,R64,129.0,3.0,3.0,99.0,61.0,53.0,18.0,16.0,6.0,7.0,21.0,3.0,95.0,54.0,41.0,22.0,15.0,3.0,6.0,2017
Canada Masters,Hard,251,,Robin Haase,190.0,NED,30.3381245722,,Albert Ramos,188.0,ESP,29.5550992471,6-3 6-3,3,R64,77.0,5.0,2.0,60.0,33.0,25.0,16.0,9.0,1.0,1.0,4.0,3.0,57.0,35.0,22.0,9.0,9.0,3.0,6.0,2017
Canada Masters,Hard,256,,Kevin Anderson,203.0,RSA,31.2224503765,,Dudi Sela,175.0,ISR,32.3422313484,6-3 7-6(1),3,R64,101.0,19.0,1.0,80.0,56.0,45.0,12.0,11.0,2.0,2.0,0.0,5.0,69.0,37.0,25.0,18.0,10.0,1.0,2.0,2017
Canada Masters,Hard,263,,Adrian Mannarino,183.0,FRA,29.106091718,,Daniil Medvedev,198.0,RUS,21.4866529774,6-3 6-1,3,R64,80.0,0.0,2.0,49.0,26.0,21.0,12.0,8.0,2.0,3.0,4.0,5.0,66.0,29.0,16.0,15.0,8.0,10.0,15.0,2017
Canada Masters,Hard,267,,Denis Shapovalov,185.0,CAN,18.3134839151,,Rogerio Dutra Silva,178.0,BRA,33.5085557837,4-6 7-6(8) 6-4,3,R64,145.0,12.0,7.0,101.0,50.0,39.0,31.0,16.0,6.0,8.0,5.0,10.0,120.0,72.0,51.0,27.0,16.0,8.0,10.0,2017
Canada Masters,Hard,270,2.0,Roger Federer,185.0,SUI,35.9972621492,,Peter Polansky,180.0,CAN,29.144421629,6-2 6-1,3,R32,53.0,5.0,1.0,46.0,28.0,24.0,10.0,8.0,2.0,2.0,1.0,6.0,45.0,19.0,14.0,7.0,7.0,3.0,7.0,2017
Canada Masters,Hard,272,12.0,Roberto Bautista Agut,183.0,ESP,29.3141683778,,Ryan Harrison,183.0,USA,25.2511978097,7-5 6-2,3,R32,64.0,2.0,2.0,52.0,32.0,24.0,14.0,10.0,0.0,1.0,2.0,3.0,55.0,36.0,22.0,8.0,10.0,0.0,4.0,2017
Canada Masters,Hard,274,,Diego Schwartzman,170.0,ARG,24.9746748802,3.0,Dominic Thiem,185.0,AUT,23.9260780287,6-4 6-7(7) 7-5,3,R32,174.0,2.0,5.0,121.0,84.0,53.0,18.0,17.0,12.0,16.0,7.0,8.0,132.0,76.0,56.0,16.0,17.0,8.0,14.0,2017
Canada Masters,Hard,276,,Robin Haase,190.0,NED,30.3381245722,,Ernesto Escobedo,,USA,21.0924024641,6-4 6-1,3,R32,57.0,12.0,4.0,44.0,29.0,25.0,7.0,8.0,2.0,3.0,2.0,3.0,50.0,22.0,13.0,10.0,9.0,1.0,6.0,2017
Canada Masters,Hard,279,,Kevin Anderson,203.0,RSA,31.2224503765,11.0,Pablo Carreno Busta,188.0,ESP,26.0725530459,6-3 7-6(6),3,R32,101.0,14.0,3.0,65.0,42.0,32.0,12.0,11.0,1.0,3.0,0.0,1.0,82.0,62.0,35.0,10.0,10.0,0.0,3.0,2017
Canada Masters,Hard,281,4.0,Alexander Zverev,198.0,GER,20.2984257358,,Richard Gasquet,185.0,FRA,31.1375770021,6-3 4-6 7-6(3),3,R32,150.0,13.0,3.0,114.0,74.0,52.0,23.0,16.0,5.0,7.0,2.0,5.0,114.0,71.0,50.0,21.0,15.0,6.0,8.0,2017
Canada Masters,Hard,282,,Adrian Mannarino,183.0,FRA,29.106091718,6.0,Milos Raonic,196.0,CAN,26.6119096509,6-4 6-4,3,R32,75.0,4.0,1.0,54.0,35.0,28.0,11.0,10.0,1.0,2.0,1.0,4.0,53.0,30.0,20.0,13.0,10.0,0.0,3.0,2017
Canada Masters,Hard,284,,Denis Shapovalov,185.0,CAN,18.3134839151,,Juan Martin del Potro,198.0,ARG,28.8706365503,6-3 7-6(4),3,R32,103.0,11.0,7.0,77.0,42.0,30.0,19.0,11.0,3.0,6.0,7.0,6.0,70.0,44.0,30.0,8.0,10.0,5.0,9.0,2017
Canada Masters,Hard,286,2.0,Roger Federer,185.0,SUI,35.9972621492,,David Ferrer,175.0,ESP,35.3483915127,4-6 6-4 6-2,3,R16,116.0,12.0,4.0,102.0,60.0,42.0,21.0,14.0,10.0,13.0,1.0,6.0,85.0,49.0,33.0,17.0,14.0,8.0,13.0,2017
Canada Masters,Hard,287,12.0,Roberto Bautista Agut,183.0,ESP,29.3141683778,,Gael Monfils,193.0,FRA,30.932238193,4-6 7-6(5) 7-6(2),3,R16,176.0,2.0,5.0,121.0,76.0,56.0,23.0,17.0,4.0,7.0,15.0,7.0,142.0,91.0,60.0,26.0,17.0,9.0,11.0,2017
Canada Masters,Hard,288,,Diego Schwartzman,170.0,ARG,24.9746748802,,Jared Donaldson,,USA,20.8268309377,0-6 7-5 7-5,3,R16,128.0,4.0,5.0,81.0,54.0,34.0,11.0,15.0,3.0,9.0,7.0,2.0,91.0,41.0,31.0,23.0,15.0,7.0,12.0,2017
Canada Masters,Hard,289,,Robin Haase,190.0,NED,30.3381245722,7.0,Grigor Dimitrov,188.0,BUL,26.2286105407,7-6(3) 4-6 6-1,3,R16,129.0,13.0,8.0,102.0,64.0,49.0,18.0,15.0,8.0,10.0,11.0,6.0,91.0,46.0,38.0,18.0,14.0,3.0,6.0,2017
Canada Masters,Hard,290,,Kevin Anderson,203.0,RSA,31.2224503765,,Sam Querrey,198.0,USA,29.8343600274,6-4 6-1,3,R16,59.0,11.0,2.0,44.0,26.0,23.0,11.0,8.0,0.0,0.0,5.0,1.0,46.0,24.0,15.0,9.0,9.0,4.0,8.0,2017
Canada Masters,Hard,291,4.0,Alexander Zverev,198.0,GER,20.2984257358,16.0,Nick Kyrgios,193.0,AUS,22.2806297057,6-4 6-3,3,R16,71.0,6.0,3.0,65.0,42.0,31.0,14.0,9.0,8.0,8.0,5.0,4.0,52.0,34.0,24.0,8.0,10.0,1.0,4.0,2017
Canada Masters,Hard,292,,Adrian Mannarino,183.0,FRA,29.106091718,,Hyeon Chung,188.0,KOR,21.2183436003,6-3 6-3,3,R16,88.0,6.0,0.0,61.0,43.0,27.0,11.0,9.0,5.0,6.0,1.0,4.0,57.0,37.0,25.0,6.0,9.0,1.0,5.0,2017
Canada Masters,Hard,293,,Denis Shapovalov,185.0,CAN,18.3134839151,1.0,Rafael Nadal,185.0,ESP,31.1786447639,3-6 6-4 7-6(4),3,R16,165.0,9.0,7.0,120.0,72.0,48.0,28.0,15.0,9.0,11.0,2.0,6.0,105.0,60.0,46.0,25.0,16.0,4.0,6.0,2017
Canada Masters,Hard,294,2.0,Roger Federer,185.0,SUI,35.9972621492,12.0,Roberto Bautista Agut,183.0,ESP,29.3141683778,6-4 6-4,3,QF,68.0,5.0,2.0,51.0,26.0,21.0,18.0,10.0,2.0,3.0,2.0,3.0,58.0,37.0,24.0,12.0,10.0,3.0,6.0,2017
Canada Masters,Hard,295,,Robin Haase,190.0,NED,30.3381245722,,Diego Schwartzman,170.0,ARG,24.9746748802,4-6 6-3 6-3,3,QF,123.0,9.0,6.0,80.0,45.0,38.0,11.0,14.0,3.0,7.0,4.0,3.0,96.0,60.0,39.0,13.0,14.0,8.0,14.0,2017
Canada Masters,Hard,296,4.0,Alexander Zverev,198.0,GER,20.2984257358,,Kevin Anderson,203.0,RSA,31.2224503765,7-5 6-4,3,QF,91.0,9.0,7.0,73.0,41.0,31.0,18.0,11.0,2.0,3.0,9.0,5.0,70.0,41.0,30.0,14.0,11.0,2.0,5.0,2017
Canada Masters,Hard,297,,Denis Shapovalov,185.0,CAN,18.3134839151,,Adrian Mannarino,183.0,FRA,29.106091718,2-6 6-3 6-4,3,QF,145.0,9.0,7.0,101.0,52.0,35.0,26.0,14.0,8.0,11.0,0.0,4.0,74.0,42.0,28.0,20.0,13.0,2.0,5.0,2017
Canada Masters,Hard,298,2.0,Roger Federer,185.0,SUI,35.9972621492,,Robin Haase,190.0,NED,30.3381245722,6-3 7-6(5),3,SF,75.0,9.0,1.0,54.0,30.0,26.0,19.0,11.0,1.0,2.0,9.0,1.0,74.0,45.0,35.0,11.0,10.0,4.0,6.0,2017
Canada Masters,Hard,299,4.0,Alexander Zverev,198.0,GER,20.2984257358,,Denis Shapovalov,185.0,CAN,18.3134839151,6-4 7-5,3,SF,103.0,2.0,6.0,70.0,43.0,35.0,13.0,11.0,6.0,7.0,3.0,6.0,70.0,44.0,28.0,12.0,11.0,0.0,3.0,2017
Canada Masters,Hard,300,4.0,Alexander Zverev,198.0,GER,20.2984257358,2.0,Roger Federer,185.0,SUI,35.9972621492,6-3 6-4,3,F,68.0,6.0,1.0,59.0,41.0,33.0,11.0,10.0,3.0,3.0,2.0,2.0,53.0,27.0,19.0,15.0,9.0,4.0,6.0,2017
Cincinnati Masters,Hard,241,,Yuichi Sugita,173.0,JPN,28.9034907598,13.0,Jack Sock,185.0,USA,24.887063655,7-5 6-4,3,R64,92.0,7.0,2.0,73.0,38.0,25.0,22.0,11.0,5.0,7.0,5.0,5.0,65.0,43.0,27.0,10.0,11.0,4.0,8.0,2017
Cincinnati Masters,Hard,249,14.0,John Isner,206.0,USA,32.3011635866,,Viktor Troicki,193.0,SRB,31.5071868583,7-6(3) 6-4,3,R64,85.0,20.0,5.0,70.0,46.0,42.0,11.0,11.0,2.0,2.0,9.0,1.0,72.0,49.0,40.0,9.0,11.0,3.0,4.0,2017
Cincinnati Masters,Hard,250,,Jared Donaldson,,USA,20.8459958932,12.0,Roberto Bautista Agut,183.0,ESP,29.3333333333,7-6(5) 6-3,3,R64,92.0,11.0,4.0,71.0,38.0,27.0,18.0,11.0,4.0,6.0,0.0,7.0,65.0,37.0,28.0,9.0,10.0,1.0,4.0,2017
Cincinnati Masters,Hard,255,,David Ferrer,175.0,ESP,35.3675564682,,Steve Johnson,188.0,USA,27.6386036961,6-1 5-7 6-3,3,R64,142.0,4.0,8.0,99.0,60.0,43.0,20.0,14.0,7.0,9.0,5.0,6.0,98.0,44.0,30.0,24.0,14.0,6.0,11.0,2017
Cincinnati Masters,Hard,265,,Nick Kyrgios,193.0,AUS,22.2997946612,9.0,David Goffin,180.0,BEL,26.6858316222,6-2 6-3,3,R64,66.0,10.0,6.0,56.0,31.0,27.0,14.0,9.0,4.0,4.0,5.0,5.0,53.0,26.0,19.0,11.0,8.0,3.0,6.0,2017
Cincinnati Masters,Hard,271,,Yuichi Sugita,173.0,JPN,28.9034907598,,Joao Sousa,185.0,POR,28.3750855578,3-6 7-6(5) 6-1,3,R32,131.0,2.0,5.0,92.0,48.0,29.0,26.0,13.0,6.0,9.0,7.0,4.0,101.0,54.0,35.0,20.0,15.0,6.0,11.0,2017
Cincinnati Masters,Hard,273,7.0,Grigor Dimitrov,188.0,BUL,26.2477754962,,Feliciano Lopez,188.0,ESP,35.8986995209,7-6(5) 6-4,3,R32,91.0,11.0,2.0,69.0,47.0,40.0,13.0,11.0,3.0,3.0,8.0,2.0,76.0,43.0,35.0,18.0,11.0,5.0,6.0,2017
Cincinnati Masters,Hard,275,14.0,John Isner,206.0,USA,32.3011635866,,Tommy Paul,185.0,USA,20.2436687201,6-3 6-3,3,R32,56.0,16.0,0.0,43.0,30.0,28.0,8.0,9.0,0.0,0.0,1.0,1.0,52.0,30.0,19.0,13.0,9.0,2.0,5.0,2017
Cincinnati Masters,Hard,276,,Jared Donaldson,,USA,20.8459958932,,Ramkumar Ramanathan,188.0,IND,22.765229295,6-4 2-6 6-4,3,R32,116.0,8.0,5.0,91.0,52.0,39.0,21.0,14.0,6.0,8.0,12.0,6.0,86.0,51.0,38.0,18.0,14.0,6.0,8.0,2017
Cincinnati Masters,Hard,278,,David Ferrer,175.0,ESP,35.3675564682,,Janko Tipsarevic,180.0,SRB,33.144421629,6-4 6-7(5) 6-1,3,R32,145.0,6.0,8.0,94.0,58.0,41.0,13.0,15.0,4.0,9.0,7.0,7.0,97.0,40.0,26.0,21.0,14.0,12.0,20.0,2017
Cincinnati Masters,Hard,281,3.0,Dominic Thiem,185.0,AUT,23.9452429843,,Fabio Fognini,178.0,ITA,30.2258726899,6-3 6-2,3,R32,66.0,5.0,2.0,48.0,26.0,23.0,15.0,9.0,2.0,2.0,3.0,2.0,59.0,30.0,16.0,15.0,8.0,4.0,7.0,2017
Cincinnati Masters,Hard,283,,Nick Kyrgios,193.0,AUS,22.2997946612,,Alexandr Dolgopolov,180.0,UKR,28.7665982204,6-3 7-6(6),3,R32,86.0,15.0,6.0,62.0,38.0,32.0,14.0,10.0,3.0,4.0,2.0,7.0,76.0,27.0,18.0,29.0,11.0,5.0,8.0,2017
Cincinnati Masters,Hard,285,1.0,Rafael Nadal,185.0,ESP,31.1978097194,,Richard Gasquet,185.0,FRA,31.1567419576,6-3 6-4,3,R32,85.0,8.0,2.0,56.0,33.0,28.0,15.0,10.0,1.0,1.0,4.0,3.0,65.0,43.0,30.0,8.0,9.0,5.0,7.0,2017
Cincinnati Masters,Hard,286,,Yuichi Sugita,173.0,JPN,28.9034907598,,Karen Khachanov,198.0,RUS,21.2320328542,6-7(0) 6-3 6-3,3,R16,120.0,4.0,2.0,90.0,58.0,44.0,18.0,15.0,3.0,4.0,14.0,6.0,109.0,57.0,41.0,21.0,15.0,8.0,12.0,2017
