tourney_name,surface,match_num,winner_seed,winner_name,winner_ht,winner_ioc,winner_age,loser_seed,loser_name,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,year
Australian Open,Hard,16,8.0,Andre Agassi,180.0,USA,34.7214236824,,Dieter Kindlmann,183.0,GER,22.6255989049,6-4 6-3 6-0,5,R128,98.0,8.0,5.0,68.0,40.0,34.0,15.0,12.0,1.0,2.0,6.0,5.0,108.0,55.0,29.0,20.0,13.0,13.0,20.0,2005
Australian Open,Hard,17,4.0,Marat Safin,193.0,RUS,24.9746748802,,Novak Djokovic,188.0,SRB,17.659137577,6-0 6-2 6-1,5,R128,74.0,1.0,1.0,51.0,27.0,25.0,13.0,10.0,0.0,1.0,1.0,5.0,66.0,39.0,16.0,5.0,11.0,4.0,13.0,2005
Australian Open,Hard,28,20.0,Dominik Hrbaty,183.0,SVK,27.0362765229,,Robin Soderling,193.0,SWE,20.4271047228,6-4 6-2 1-0 RET,5,R128,56.0,7.0,6.0,59.0,34.0,25.0,12.0,10.0,4.0,6.0,3.0,2.0,44.0,20.0,11.0,9.0,9.0,1.0,6.0,2005
Australian Open,Hard,40,9.0,David Nalbandian,180.0,ARG,23.0444900753,,David Ferrer,175.0,ESP,22.7953456537,7-6(1) 4-6 4-6 6-3 6-4,5,R128,225.0,3.0,5.0,173.0,110.0,72.0,27.0,26.0,13.0,22.0,4.0,4.0,163.0,100.0,60.0,31.0,25.0,17.0,26.0,2005
Australian Open,Hard,48,3.0,Lleyton Hewitt,180.0,AUS,23.8959616701,,Arnaud Clement,173.0,FRA,27.0855578371,6-3 6-4 6-1,5,R128,108.0,12.0,2.0,79.0,52.0,45.0,12.0,13.0,1.0,1.0,2.0,1.0,72.0,38.0,26.0,15.0,13.0,3.0,8.0,2005
Australian Open,Hard,52,26.0,Nikolay Davydenko,178.0,RUS,23.627652293,,Roko Karanusic,183.0,CRO,22.3682409309,6-2 7-5 6-2,5,R128,106.0,3.0,3.0,77.0,53.0,35.0,14.0,14.0,1.0,4.0,3.0,1.0,94.0,55.0,26.0,18.0,14.0,11.0,19.0,2005
Australian Open,Hard,64,2.0,Andy Roddick,188.0,USA,22.3846680356,,Irakli Labadze,188.0,GEO,23.6084873374,7-5 6-2 6-1,5,R128,92.0,11.0,0.0,71.0,47.0,40.0,18.0,14.0,4.0,4.0,5.0,7.0,81.0,54.0,29.0,14.0,13.0,4.0,9.0,2005
Australian Open,Hard,65,1.0,Roger Federer,185.0,SUI,23.4442162902,,Takao Suzuki,175.0,JPN,28.3258042437,6-3 6-4 6-4,5,R64,113.0,7.0,0.0,84.0,59.0,45.0,17.0,15.0,3.0,4.0,7.0,3.0,105.0,71.0,39.0,21.0,14.0,7.0,11.0,2005
Australian Open,Hard,72,8.0,Andre Agassi,180.0,USA,34.7214236824,,Rainer Schuettler,180.0,GER,28.7310061602,6-3 6-1 6-0,5,R64,87.0,7.0,3.0,74.0,48.0,34.0,18.0,11.0,5.0,5.0,6.0,8.0,80.0,44.0,28.0,10.0,11.0,5.0,12.0,2005
Australian Open,Hard,73,4.0,Marat Safin,193.0,RUS,24.9746748802,,Bohdan Ulihrach,188.0,CZE,29.9000684463,6-4 6-1 6-3,5,R64,81.0,10.0,0.0,67.0,40.0,34.0,16.0,13.0,0.0,1.0,4.0,5.0,83.0,47.0,26.0,17.0,13.0,3.0,9.0,2005
Australian Open,Hard,78,20.0,Dominik Hrbaty,183.0,SVK,27.0362765229,,Janko Tipsarevic,180.0,SRB,20.5722108145,6-2 7-6(1) 3-6 7-5,5,R64,165.0,12.0,6.0,120.0,78.0,56.0,26.0,20.0,5.0,9.0,13.0,4.0,141.0,65.0,42.0,37.0,21.0,8.0,14.0,2005
Australian Open,Hard,84,9.0,David Nalbandian,180.0,ARG,23.0444900753,,Santiago Ventura,183.0,ESP,25.0349075975,6-0 6-3 2-6 6-2,5,R64,143.0,3.0,1.0,99.0,57.0,38.0,28.0,15.0,4.0,6.0,10.0,5.0,109.0,45.0,30.0,28.0,16.0,8.0,15.0,2005
Australian Open,Hard,88,3.0,Lleyton Hewitt,180.0,AUS,23.8959616701,,James Blake,185.0,USA,25.0568104038,4-6 7-6(8) 6-0 6-3,5,R64,155.0,7.0,7.0,110.0,65.0,53.0,21.0,18.0,2.0,5.0,9.0,8.0,141.0,76.0,47.0,32.0,19.0,9.0,16.0,2005
Australian Open,Hard,90,26.0,Nikolay Davydenko,178.0,RUS,23.627652293,,Christophe Rochus,170.0,BEL,26.0917180014,6-4 6-4 6-2,5,R64,110.0,14.0,4.0,87.0,49.0,39.0,17.0,14.0,3.0,5.0,0.0,0.0,96.0,62.0,35.0,16.0,14.0,4.0,10.0,2005
Australian Open,Hard,96,2.0,Andy Roddick,188.0,USA,22.3846680356,,Greg Rusedski,193.0,GBR,31.3648186174,6-0 3-6 6-2 6-3,5,R64,93.0,11.0,2.0,76.0,55.0,49.0,14.0,16.0,1.0,2.0,12.0,4.0,101.0,63.0,44.0,14.0,16.0,10.0,16.0,2005
Australian Open,Hard,97,1.0,Roger Federer,185.0,SUI,23.4442162902,,Jarkko Nieminen,185.0,FIN,23.4880219028,6-3 5-2 RET,5,R32,57.0,2.0,1.0,49.0,35.0,23.0,8.0,8.0,3.0,5.0,1.0,3.0,56.0,36.0,16.0,9.0,8.0,2.0,7.0,2005
Australian Open,Hard,100,8.0,Andre Agassi,180.0,USA,34.7214236824,29.0,Taylor Dent,188.0,USA,23.7344284736,7-5 7-6(3) 6-1,5,R32,112.0,3.0,0.0,90.0,57.0,41.0,20.0,15.0,7.0,11.0,2.0,9.0,112.0,74.0,43.0,13.0,16.0,12.0,20.0,2005
Australian Open,Hard,101,4.0,Marat Safin,193.0,RUS,24.9746748802,28.0,Mario Ancic,196.0,CRO,20.8021902806,6-4 3-6 6-3 6-4,5,R32,165.0,11.0,1.0,115.0,64.0,46.0,32.0,19.0,3.0,5.0,6.0,7.0,118.0,74.0,56.0,20.0,19.0,4.0,8.0,2005
Australian Open,Hard,103,20.0,Dominik Hrbaty,183.0,SVK,27.0362765229,10.0,Gaston Gaudio,175.0,ARG,26.1081451061,7-6(5) 6-7(8) 6-7(3) 6-1 6-3,5,R32,261.0,15.0,8.0,201.0,111.0,80.0,38.0,26.0,16.0,22.0,8.0,7.0,191.0,117.0,79.0,30.0,26.0,12.0,22.0,2005
Australian Open,Hard,106,9.0,David Nalbandian,180.0,ARG,23.0444900753,23.0,Fernando Gonzalez,183.0,CHI,24.4709103354,6-7(3) 7-5 6-2 6-3,5,R32,191.0,10.0,5.0,128.0,82.0,63.0,22.0,20.0,9.0,12.0,7.0,8.0,167.0,106.0,69.0,24.0,21.0,16.0,24.0,2005
Australian Open,Hard,108,3.0,Lleyton Hewitt,180.0,AUS,23.8959616701,25.0,Juan Ignacio Chela,190.0,ARG,25.3853524983,6-2 4-6 6-1 6-4,5,R32,137.0,9.0,3.0,105.0,65.0,48.0,20.0,18.0,2.0,5.0,1.0,3.0,103.0,70.0,39.0,17.0,17.0,9.0,16.0,2005
Australian Open,Hard,109,26.0,Nikolay Davydenko,178.0,RUS,23.627652293,7.0,Tim Henman,185.0,GBR,30.3655030801,6-4 6-2 6-2,5,R32,126.0,1.0,0.0,92.0,67.0,46.0,17.0,13.0,5.0,5.0,2.0,5.0,97.0,57.0,38.0,16.0,13.0,10.0,15.0,2005
Australian Open,Hard,112,2.0,Andy Roddick,188.0,USA,22.3846680356,32.0,Jurgen Melzer,183.0,AUT,23.6577686516,6-2 6-2 7-5,5,R32,95.0,22.0,0.0,76.0,52.0,43.0,17.0,14.0,3.0,3.0,2.0,3.0,94.0,63.0,36.0,15.0,14.0,5.0,10.0,2005
Australian Open,Hard,113,1.0,Roger Federer,185.0,SUI,23.4442162902,,Marcos Baghdatis,183.0,CYP,19.5865845311,6-2 6-2 7-6(4),5,R16,103.0,9.0,0.0,78.0,47.0,40.0,20.0,14.0,0.0,1.0,4.0,1.0,96.0,51.0,30.0,25.0,14.0,3.0,8.0,2005
Australian Open,Hard,114,8.0,Andre Agassi,180.0,USA,34.7214236824,11.0,Joachim Johansson,198.0,SWE,22.5489390828,6-7(4) 7-6(5) 7-6(3) 6-4,5,R16,158.0,16.0,4.0,139.0,91.0,74.0,29.0,23.0,2.0,4.0,51.0,9.0,149.0,96.0,78.0,27.0,23.0,7.0,10.0,2005
Australian Open,Hard,115,4.0,Marat Safin,193.0,RUS,24.9746748802,,Olivier Rochus,168.0,BEL,23.9972621492,4-6 7-6(1) 7-6(5) 7-6(2),5,R16,222.0,29.0,1.0,140.0,87.0,72.0,32.0,23.0,3.0,5.0,1.0,3.0,180.0,113.0,81.0,30.0,23.0,17.0,18.0,2005
Australian Open,Hard,116,20.0,Dominik Hrbaty,183.0,SVK,27.0362765229,30.0,Thomas Johansson,180.0,SWE,29.8206707734,7-5 6-3 6-1,5,R16,101.0,6.0,2.0,78.0,45.0,39.0,19.0,14.0,1.0,1.0,12.0,5.0,108.0,65.0,39.0,19.0,14.0,5.0,10.0,2005
Australian Open,Hard,117,9.0,David Nalbandian,180.0,ARG,23.0444900753,6.0,Guillermo Coria,175.0,ARG,23.0116358658,5-7 7-5 6-3 6-0,5,R16,204.0,1.0,5.0,135.0,84.0,58.0,18.0,20.0,14.0,20.0,4.0,3.0,139.0,92.0,55.0,14.0,19.0,6.0,16.0,2005
Australian Open,Hard,118,3.0,Lleyton Hewitt,180.0,AUS,23.8959616701,,Rafael Nadal,185.0,ESP,18.6255989049,7-5 3-6 1-6 7-6(3) 6-2,5,R16,233.0,18.0,6.0,146.0,75.0,57.0,37.0,24.0,12.0,18.0,5.0,3.0,160.0,111.0,72.0,28.0,24.0,12.0,17.0,2005
Australian Open,Hard,119,26.0,Nikolay Davydenko,178.0,RUS,23.627652293,12.0,Guillermo Canas,185.0,ARG,27.1457905544,6-3 6-4 6-3,5,R16,132.0,6.0,5.0,99.0,59.0,42.0,24.0,14.0,3.0,4.0,1.0,4.0,72.0,37.0,22.0,23.0,14.0,3.0,8.0,2005
Australian Open,Hard,120,2.0,Andy Roddick,188.0,USA,22.3846680356,,Philipp Kohlschreiber,178.0,GER,21.2566735113,6-3 7-6(6) 6-1,5,R16,87.0,15.0,2.0,86.0,59.0,50.0,17.0,15.0,1.0,1.0,5.0,2.0,77.0,43.0,32.0,18.0,13.0,1.0,4.0,2005
Australian Open,Hard,121,1.0,Roger Federer,185.0,SUI,23.4442162902,8.0,Andre Agassi,180.0,USA,34.7214236824,6-3 6-4 6-4,5,QF,99.0,22.0,4.0,99.0,65.0,50.0,21.0,15.0,4.0,4.0,1.0,2.0,79.0,44.0,33.0,18.0,14.0,3.0,6.0,2005
Australian Open,Hard,122,4.0,Marat Safin,193.0,RUS,24.9746748802,20.0,Dominik Hrbaty,183.0,SVK,27.0362765229,6-2 6-4 6-2,5,QF,90.0,14.0,2.0,69.0,34.0,30.0,20.0,13.0,3.0,4.0,2.0,0.0,72.0,32.0,20.0,17.0,13.0,2.0,8.0,2005
Australian Open,Hard,123,3.0,Lleyton Hewitt,180.0,AUS,23.8959616701,9.0,David Nalbandian,180.0,ARG,23.0444900753,6-3 6-2 1-6 3-6 10-8,5,QF,245.0,16.0,6.0,157.0,79.0,58.0,40.0,26.0,6.0,12.0,4.0,4.0,154.0,96.0,68.0,26.0,25.0,10.0,16.0,2005
Australian Open,Hard,124,2.0,Andy Roddick,188.0,USA,22.3846680356,26.0,Nikolay Davydenko,178.0,RUS,23.627652293,6-3 7-5 4-1 RET,5,QF,95.0,17.0,2.0,79.0,52.0,41.0,14.0,13.0,4.0,5.0,5.0,3.0,74.0,43.0,28.0,13.0,13.0,4.0,9.0,2005
Australian Open,Hard,125,4.0,Marat Safin,193.0,RUS,24.9746748802,1.0,Roger Federer,185.0,SUI,23.4442162902,5-7 6-4 5-7 7-6(6) 9-7,5,SF,268.0,16.0,1.0,207.0,123.0,91.0,44.0,31.0,10.0,14.0,22.0,8.0,188.0,107.0,88.0,41.0,31.0,9.0,13.0,2005
Australian Open,Hard,126,3.0,Lleyton Hewitt,180.0,AUS,23.8959616701,2.0,Andy Roddick,188.0,USA,22.3846680356,3-6 7-6(3) 7-6(4) 6-1,5,SF,174.0,14.0,7.0,135.0,84.0,70.0,24.0,20.0,6.0,8.0,31.0,9.0,134.0,75.0,61.0,25.0,20.0,9.0,12.0,2005
Australian Open,Hard,127,4.0,Marat Safin,193.0,RUS,24.9746748802,3.0,Lleyton Hewitt,180.0,AUS,23.8959616701,1-6 6-3 6-4 6-4,5,F,165.0,18.0,1.0,110.0,66.0,48.0,25.0,18.0,5.0,8.0,7.0,3.0,125.0,61.0,43.0,33.0,18.0,7.0,11.0,2005
Indian Wells Masters,Hard,33,1.0,Roger Federer,185.0,SUI,23.5783709788,,Mardy Fish,188.0,USA,23.241615332,6-3 6-3,3,R64,74.0,1.0,0.0,50.0,31.0,20.0,15.0,9.0,1.0,2.0,1.0,5.0,56.0,23.0,16.0,13.0,9.0,1.0,5.0,2005
Indian Wells Masters,Hard,39,29.0,Nicolas Kiefer,183.0,GER,27.6714579055,,Sargis Sargsian,180.0,ARM,31.7590691307,6-0 6-0,3,R64,48.0,2.0,1.0,31.0,16.0,12.0,12.0,6.0,0.0,0.0,1.0,8.0,42.0,20.0,9.0,5.0,6.0,3.0,9.0,2005
Indian Wells Masters,Hard,44,14.0,Guillermo Canas,185.0,ARG,27.279945243,,Kenneth Carlsen,190.0,DEN,31.8877481177,6-4 6-3,3,R64,69.0,2.0,4.0,52.0,35.0,28.0,7.0,9.0,1.0,2.0,3.0,5.0,54.0,31.0,21.0,9.0,10.0,1.0,5.0,2005
Indian Wells Masters,Hard,48,6.0,Tim Henman,185.0,GBR,30.4996577687,,Arnaud Clement,173.0,FRA,27.2197125257,4-6 6-4 6-3,3,R64,133.0,6.0,3.0,90.0,54.0,43.0,17.0,15.0,4.0,7.0,3.0,5.0,84.0,38.0,25.0,27.0,14.0,5.0,9.0,2005
Indian Wells Masters,Hard,49,7.0,Carlos Moya,190.0,ESP,28.5256673511,,Juan Carlos Ferrero,183.0,ESP,25.0650239562,6-3 6-4,3,R64,93.0,4.0,3.0,64.0,42.0,32.0,10.0,10.0,5.0,6.0,2.0,0.0,72.0,42.0,26.0,13.0,9.0,7.0,10.0,2005
Indian Wells Masters,Hard,56,3.0,Andy Roddick,188.0,USA,22.5188227242,,Fernando Verdasco,188.0,ESP,21.3086926762,6-3 3-6 7-6(2),3,R64,121.0,16.0,3.0,108.0,61.0,49.0,23.0,15.0,7.0,9.0,6.0,3.0,87.0,49.0,36.0,22.0,15.0,3.0,5.0,2005
Indian Wells Masters,Hard,60,9.0,Andre Agassi,180.0,USA,34.855578371,,Wayne Arthurs,190.0,AUS,33.9712525667,6-4 6-1,3,R64,61.0,4.0,0.0,39.0,25.0,20.0,13.0,8.0,3.0,3.0,9.0,9.0,61.0,22.0,14.0,16.0,9.0,2.0,6.0,2005
Indian Wells Masters,Hard,64,2.0,Lleyton Hewitt,180.0,AUS,24.0301163587,,Robby Ginepri,183.0,USA,22.4147843943,6-2 7-6(2),3,R64,87.0,7.0,3.0,79.0,40.0,30.0,21.0,10.0,7.0,9.0,2.0,0.0,70.0,49.0,29.0,7.0,10.0,2.0,6.0,2005
Indian Wells Masters,Hard,65,1.0,Roger Federer,185.0,SUI,23.5783709788,,Gilles Muller,193.0,LUX,21.8288843258,6-3 6-2,3,R32,83.0,7.0,1.0,61.0,35.0,27.0,13.0,9.0,2.0,3.0,3.0,6.0,80.0,53.0,36.0,4.0,8.0,12.0,16.0,2005
Indian Wells Masters,Hard,68,29.0,Nicolas Kiefer,183.0,GER,27.6714579055,8.0,Gaston Gaudio,175.0,ARG,26.2422997947,6-3 6-1,3,R32,69.0,0.0,4.0,54.0,34.0,27.0,10.0,8.0,5.0,5.0,2.0,2.0,51.0,32.0,17.0,8.0,8.0,2.0,6.0,2005
Indian Wells Masters,Hard,70,14.0,Guillermo Canas,185.0,ARG,27.279945243,22.0,Juan Ignacio Chela,190.0,ARG,25.5195071869,7-5 2-6 6-4,3,R32,162.0,3.0,2.0,109.0,58.0,38.0,24.0,15.0,12.0,17.0,3.0,1.0,81.0,52.0,36.0,12.0,15.0,2.0,7.0,2005
Indian Wells Masters,Hard,72,6.0,Tim Henman,185.0,GBR,30.4996577687,32.0,Jurgen Melzer,183.0,AUT,23.7919233402,7-5 6-4,3,R32,83.0,1.0,3.0,58.0,49.0,33.0,5.0,11.0,3.0,6.0,3.0,1.0,71.0,49.0,30.0,8.0,11.0,4.0,9.0,2005
Indian Wells Masters,Hard,73,7.0,Carlos Moya,190.0,ESP,28.5256673511,,David Ferrer,175.0,ESP,22.9295003422,6-3 6-4,3,R32,63.0,5.0,0.0,49.0,31.0,28.0,12.0,10.0,0.0,0.0,1.0,0.0,47.0,32.0,22.0,9.0,9.0,0.0,2.0,2005
Indian Wells Masters,Hard,76,3.0,Andy Roddick,188.0,USA,22.5188227242,26.0,Jiri Novak,190.0,CZE,29.9603011636,6-1 6-2,3,R32,46.0,9.0,3.0,44.0,24.0,21.0,12.0,8.0,0.0,0.0,1.0,3.0,43.0,26.0,16.0,5.0,7.0,2.0,6.0,2005
Indian Wells Masters,Hard,78,9.0,Andre Agassi,180.0,USA,34.855578371,21.0,Andrei Pavel,183.0,ROU,31.1074606434,6-3 6-4,3,R32,72.0,7.0,3.0,61.0,35.0,30.0,16.0,10.0,5.0,5.0,3.0,3.0,55.0,33.0,24.0,11.0,9.0,3.0,5.0,2005
Indian Wells Masters,Hard,80,2.0,Lleyton Hewitt,180.0,AUS,24.0301163587,,Michael Llodra,190.0,FRA,24.8021902806,6-2 7-6(3),3,R32,89.0,7.0,5.0,64.0,30.0,24.0,24.0,10.0,1.0,1.0,7.0,3.0,77.0,43.0,30.0,15.0,10.0,5.0,7.0,2005
Indian Wells Masters,Hard,81,1.0,Roger Federer,185.0,SUI,23.5783709788,13.0,Ivan Ljubicic,193.0,CRO,25.9685147159,7-6(3) 7-6(4),3,R16,107.0,7.0,1.0,67.0,47.0,42.0,14.0,12.0,0.0,0.0,9.0,1.0,82.0,48.0,34.0,21.0,12.0,1.0,1.0,2005
Indian Wells Masters,Hard,82,29.0,Nicolas Kiefer,183.0,GER,27.6714579055,10.0,David Nalbandian,180.0,ARG,23.1786447639,6-1 6-3,3,R16,78.0,3.0,2.0,47.0,24.0,20.0,14.0,8.0,3.0,4.0,2.0,2.0,59.0,38.0,21.0,7.0,8.0,6.0,11.0,2005
Indian Wells Masters,Hard,83,14.0,Guillermo Canas,185.0,ARG,27.279945243,30.0,Taylor Dent,188.0,USA,23.8685831622,6-3 RET,3,R16,29.0,0.0,0.0,22.0,19.0,15.0,2.0,4.0,2.0,2.0,1.0,2.0,30.0,21.0,13.0,3.0,5.0,1.0,3.0,2005
Indian Wells Masters,Hard,84,6.0,Tim Henman,185.0,GBR,30.4996577687,12.0,Tommy Robredo,180.0,ESP,22.8501026694,6-4 2-6 6-2,3,R16,110.0,3.0,5.0,73.0,43.0,34.0,14.0,13.0,4.0,7.0,2.0,2.0,81.0,57.0,37.0,11.0,13.0,2.0,6.0,2005
Indian Wells Masters,Hard,85,7.0,Carlos Moya,190.0,ESP,28.5256673511,,Fabrice Santoro,178.0,FRA,32.2409308693,7-5 6-2,3,R16,89.0,2.0,2.0,76.0,48.0,31.0,14.0,10.0,10.0,12.0,1.0,0.0,55.0,35.0,18.0,11.0,10.0,6.0,11.0,2005
Indian Wells Masters,Hard,86,3.0,Andy Roddick,188.0,USA,22.5188227242,17.0,Fernando Gonzalez,183.0,CHI,24.605065024,6-4 6-3,3,R16,66.0,10.0,0.0,53.0,40.0,36.0,6.0,10.0,2.0,2.0,4.0,2.0,64.0,39.0,29.0,9.0,9.0,8.0,10.0,2005
Indian Wells Masters,Hard,87,9.0,Andre Agassi,180.0,USA,34.855578371,5.0,Guillermo Coria,175.0,ARG,23.1457905544,6-4 6-1,3,R16,85.0,4.0,0.0,63.0,34.0,22.0,21.0,9.0,4.0,4.0,0.0,1.0,63.0,33.0,20.0,13.0,8.0,5.0,8.0,2005
Indian Wells Masters,Hard,88,2.0,Lleyton Hewitt,180.0,AUS,24.0301163587,,Paul Henri Mathieu,185.0,FRA,23.1485284052,6-1 6-0,3,R16,60.0,7.0,1.0,38.0,13.0,12.0,17.0,7.0,1.0,1.0,1.0,4.0,44.0,19.0,10.0,7.0,6.0,4.0,9.0,2005
Indian Wells Masters,Hard,89,1.0,Roger Federer,185.0,SUI,23.5783709788,29.0,Nicolas Kiefer,183.0,GER,27.6714579055,6-4 6-1,3,QF,67.0,4.0,1.0,42.0,26.0,20.0,8.0,9.0,0.0,2.0,1.0,2.0,52.0,32.0,16.0,7.0,8.0,2.0,7.0,2005
Indian Wells Masters,Hard,90,14.0,Guillermo Canas,185.0,ARG,27.279945243,6.0,Tim Henman,185.0,GBR,30.4996577687,7-6(1) 7-5,3,QF,139.0,0.0,3.0,77.0,51.0,39.0,16.0,12.0,1.0,2.0,4.0,4.0,104.0,56.0,36.0,24.0,12.0,10.0,12.0,2005
Indian Wells Masters,Hard,91,3.0,Andy Roddick,188.0,USA,22.5188227242,7.0,Carlos Moya,190.0,ESP,28.5256673511,6-7(4) 6-4 6-1,3,QF,113.0,13.0,0.0,71.0,46.0,40.0,17.0,14.0,0.0,1.0,5.0,1.0,112.0,63.0,42.0,23.0,15.0,10.0,15.0,2005
Indian Wells Masters,Hard,92,2.0,Lleyton Hewitt,180.0,AUS,24.0301163587,9.0,Andre Agassi,180.0,USA,34.855578371,W/O,3,QF,,,,,,,,,,,,,,,,,,,,2005
Indian Wells Masters,Hard,93,1.0,Roger Federer,185.0,SUI,23.5783709788,14.0,Guillermo Canas,185.0,ARG,27.279945243,6-3 6-1,3,SF,73.0,7.0,2.0,56.0,34.0,22.0,13.0,8.0,1.0,2.0,2.0,2.0,52.0,29.0,14.0,11.0,8.0,5.0,10.0,2005
Indian Wells Masters,Hard,94,2.0,Lleyton Hewitt,180.0,AUS,24.0301163587,3.0,Andy Roddick,188.0,USA,22.5188227242,7-6(2) 6-7(3) 7-6(4),3,SF,153.0,10.0,0.0,116.0,64.0,51.0,33.0,18.0,6.0,7.0,25.0,1.0,123.0,74.0,61.0,23.0,18.0,8.0,9.0,2005
Indian Wells Masters,Hard,95,1.0,Roger Federer,185.0,SUI,23.5783709788,2.0,Lleyton Hewitt,180.0,AUS,24.0301163587,6-2 6-4 6-4,5,F,114.0,14.0,3.0,84.0,48.0,39.0,21.0,14.0,6.0,7.0,5.0,7.0,94.0,46.0,30.0,23.0,14.0,10.0,15.0,2005
Miami Masters,Hard,18,,David Ferrer,175.0,ESP,22.9678302533,,Philipp Kohlschreiber,178.0,GER,21.4291581109,6-2 7-6(6),3,R128,95.0,5.0,4.0,59.0,38.0,30.0,11.0,10.0,3.0,4.0,2.0,2.0,84.0,49.0,27.0,20.0,10.0,3.0,6.0,2005
Miami Masters,Hard,33,1.0,Roger Federer,185.0,SUI,23.6167008898,,Olivier Rochus,168.0,BEL,24.1697467488,6-3 6-1,3,R64,72.0,12.0,1.0,39.0,24.0,21.0,11.0,8.0,0.0,0.0,1.0,4.0,75.0,39.0,17.0,20.0,8.0,8.0,12.0,2005
Miami Masters,Hard,40,6.0,Tim Henman,185.0,GBR,30.5379876797,,Ivo Minar,183.0,CZE,20.8323066393,6-3 7-5,3,R64,80.0,5.0,4.0,57.0,35.0,31.0,15.0,11.0,2.0,2.0,4.0,4.0,72.0,33.0,21.0,23.0,10.0,3.0,5.0,2005
Miami Masters,Hard,42,31.0,Taylor Dent,188.0,USA,23.9069130732,,Victor Hanescu,198.0,ROU,23.665982204,2-6 6-1 4-0 RET,3,R64,80.0,7.0,3.0,49.0,28.0,22.0,12.0,10.0,0.0,2.0,6.0,1.0,75.0,46.0,29.0,11.0,9.0,9.0,13.0,2005
Miami Masters,Hard,45,9.0,Andre Agassi,180.0,USA,34.893908282,,Paul Henri Mathieu,185.0,FRA,23.1868583162,7-5 6-4,3,R64,93.0,8.0,0.0,61.0,37.0,31.0,14.0,11.0,2.0,3.0,2.0,1.0,71.0,37.0,25.0,18.0,11.0,2.0,5.0,2005
Miami Masters,Hard,50,,David Ferrer,175.0,ESP,22.9678302533,32.0,Xavier Malisse,185.0,BEL,24.6707734428,3-6 5-5 DEF,3,R64,100.0,1.0,3.0,58.0,35.0,29.0,9.0,10.0,2.0,4.0,3.0,0.0,65.0,38.0,28.0,16.0,9.0,2.0,2.0,2005
Miami Masters,Hard,55,26.0,Dominik Hrbaty,183.0,SVK,27.2087611225,,Jarkko Nieminen,185.0,FIN,23.6605065024,6-3 6-4,3,R64,77.0,2.0,6.0,57.0,33.0,24.0,10.0,10.0,1.0,3.0,1.0,1.0,82.0,53.0,33.0,9.0,9.0,11.0,15.0,2005
Miami Masters,Hard,58,25.0,Thomas Johansson,180.0,SWE,29.993155373,,Greg Rusedski,193.0,GBR,31.537303217,6-3 6-4,3,R64,70.0,5.0,1.0,56.0,30.0,24.0,15.0,10.0,3.0,4.0,4.0,3.0,50.0,25.0,17.0,12.0,9.0,1.0,4.0,2005
Miami Masters,Hard,63,29.0,Rafael Nadal,185.0,ESP,18.7980835044,,Rainer Schuettler,180.0,GER,28.9034907598,6-4 7-6(5),3,R64,128.0,2.0,1.0,71.0,46.0,30.0,17.0,11.0,2.0,3.0,2.0,4.0,85.0,52.0,34.0,18.0,11.0,6.0,8.0,2005
Miami Masters,Hard,65,1.0,Roger Federer,185.0,SUI,23.6167008898,,Mariano Zabaleta,183.0,ARG,27.0581793292,6-2 5-7 6-3,3,R32,137.0,11.0,2.0,92.0,52.0,36.0,24.0,15.0,3.0,5.0,4.0,4.0,103.0,59.0,37.0,21.0,14.0,3.0,7.0,2005
Miami Masters,Hard,68,6.0,Tim Henman,185.0,GBR,30.5379876797,28.0,Juan Ignacio Chela,190.0,ARG,25.5578370979,6-3 6-1,3,R32,72.0,3.0,2.0,52.0,35.0,26.0,10.0,8.0,1.0,1.0,1.0,1.0,43.0,31.0,15.0,4.0,8.0,1.0,5.0,2005
Miami Masters,Hard,69,31.0,Taylor Dent,188.0,USA,23.9069130732,4.0,Guillermo Coria,175.0,ARG,23.1841204654,6-3 6-4,3,R32,79.0,7.0,2.0,51.0,28.0,24.0,16.0,10.0,0.0,0.0,2.0,8.0,74.0,41.0,27.0,17.0,9.0,8.0,10.0,2005
Miami Masters,Hard,71,9.0,Andre Agassi,180.0,USA,34.893908282,,Arnaud Clement,173.0,FRA,27.2580424367,6-2 6-4,3,R32,70.0,12.0,3.0,55.0,28.0,23.0,15.0,9.0,1.0,2.0,3.0,0.0,45.0,26.0,15.0,8.0,9.0,0.0,4.0,2005
Miami Masters,Hard,73,,David Ferrer,175.0,ESP,22.9678302533,8.0,David Nalbandian,180.0,ARG,23.2169746749,7-6(0) 6-1,3,R32,89.0,2.0,3.0,63.0,37.0,22.0,17.0,10.0,4.0,7.0,3.0,6.0,64.0,42.0,24.0,6.0,9.0,8.0,13.0,2005
Miami Masters,Hard,76,26.0,Dominik Hrbaty,183.0,SVK,27.2087611225,3.0,Marat Safin,193.0,RUS,25.1471594798,7-6(6) 6-1,3,R32,76.0,5.0,6.0,76.0,40.0,29.0,20.0,10.0,5.0,7.0,0.0,2.0,54.0,36.0,21.0,8.0,9.0,3.0,7.0,2005
