,tourney_name,year,player_tier,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_bpSaved,l_bpFaced,total_points,l_total_points,return_points_won%,ace%,1stSvWin%,1stSvWin%_difference,2ndSvWin%,2ndSvWin%_difference,bpSaved%_difference,points_percentage,bpFaced%
317,Paris Masters,2017,top2-8,9.7,3.3,81.45,53.6,41.3,14.5,3.05,4.15,8.65,2.55,75.3,45.5,33.55,14.8,2.7,5.5,82.75,74.0,37.05,52.86,77.05,3.31,52.06,2.4,24.4,52.79,43.01
318,Paris Masters,2018,champion,5.33,1.17,55.33,37.0,29.83,11.17,1.83,2.67,6.0,3.33,69.0,43.0,29.17,10.33,3.67,7.5,70.5,53.83,46.65,47.04,80.62,12.78,60.94,21.21,19.61,56.7,26.25
319,Paris Masters,2018,top2-8,6.0,2.65,66.24,39.18,30.53,15.41,2.71,3.59,5.71,2.47,70.71,42.12,28.24,13.41,4.59,7.71,75.0,61.94,42.17,51.24,77.92,10.87,56.95,10.05,15.96,54.77,31.77
320,Paris Masters,2019,champion,4.4,1.8,57.0,38.6,31.0,12.0,1.0,1.4,5.2,2.4,59.0,38.2,26.4,9.2,2.8,5.4,66.4,49.6,39.95,45.83,80.31,11.2,65.22,20.99,19.58,57.24,20.59
321,Paris Masters,2019,top2-8,8.14,1.48,66.19,42.24,34.48,13.29,2.62,3.57,6.0,2.05,67.71,41.71,29.43,12.71,3.1,5.81,73.33,60.57,38.67,57.57,81.63,11.07,55.49,6.61,20.03,54.76,38.06
322,Paris Masters,2020,champion,9.8,1.8,60.4,40.4,33.2,11.4,2.8,3.6,5.6,1.2,69.2,48.2,33.2,8.2,3.0,6.0,72.4,57.2,39.91,63.64,82.18,13.3,57.0,17.95,27.78,55.86,37.5
323,Paris Masters,2020,top2-8,10.68,2.14,73.59,47.09,37.36,15.09,2.73,3.91,6.27,2.5,76.59,47.45,33.14,13.59,4.09,7.09,82.32,67.86,40.82,63.01,79.34,9.5,56.94,10.3,12.13,54.81,35.55
324,Roland Garros,2001,champion,10.71,1.29,121.0,70.14,49.86,28.57,9.29,12.14,5.29,3.86,118.43,67.29,43.29,23.57,11.14,17.14,130.0,109.43,43.75,66.94,71.09,6.76,56.17,10.08,11.53,54.3,41.46
325,Roland Garros,2001,top2-8,5.62,3.12,104.12,58.94,41.56,24.72,7.5,10.56,4.56,4.88,110.66,61.97,38.25,20.81,11.72,18.41,117.88,96.91,47.44,55.21,70.51,8.79,54.71,11.97,7.36,54.88,36.45
326,Roland Garros,2002,champion,3.43,1.29,110.86,71.43,50.86,22.71,5.0,7.57,3.43,6.0,117.86,69.43,45.14,20.57,7.86,13.86,125.71,103.0,44.45,50.0,71.2,6.18,57.6,15.13,9.34,54.96,35.32
327,Roland Garros,2002,top2-8,5.62,3.34,109.09,63.88,46.28,24.06,5.38,8.41,3.5,5.94,122.91,68.97,42.31,24.25,9.47,16.12,126.69,105.31,46.31,61.62,72.45,11.1,53.22,8.26,5.22,54.61,34.28
328,Roland Garros,2003,champion,5.71,3.14,84.43,46.29,34.29,23.0,1.71,3.71,5.43,6.0,106.0,55.14,35.29,20.43,10.57,16.86,107.57,82.86,48.82,51.26,74.08,10.08,60.3,20.13,-16.6,56.49,18.04
329,Roland Garros,2003,top2-8,8.44,4.97,115.5,71.5,50.97,22.5,5.75,9.28,4.69,5.03,116.84,68.19,43.94,22.66,7.19,13.59,123.72,108.62,43.58,64.28,71.29,6.85,51.14,4.56,9.05,53.25,40.58
330,Roland Garros,2004,champion,2.71,2.71,115.29,73.43,44.71,23.0,5.86,11.71,3.86,4.71,122.43,72.29,41.14,21.86,6.71,15.57,127.14,110.57,49.38,41.25,60.89,3.98,54.95,11.35,6.94,53.49,42.93
331,Roland Garros,2004,top2-8,5.69,3.56,102.47,61.03,43.62,22.91,4.56,7.59,4.28,5.09,110.91,62.75,39.59,20.31,7.0,13.75,117.53,95.84,47.2,57.07,71.47,8.38,55.28,13.11,9.17,55.08,35.57
332,Roland Garros,2005,champion,2.86,2.0,95.43,66.14,45.71,16.86,4.71,7.29,2.43,3.14,99.14,60.14,36.43,16.0,5.0,12.14,109.29,85.29,47.65,54.06,69.11,8.53,57.56,16.53,23.42,56.17,37.52
333,Roland Garros,2005,top2-8,4.35,3.32,107.48,67.97,46.32,21.52,4.29,7.94,4.61,5.0,112.94,64.74,39.74,21.16,7.68,14.68,119.87,100.55,46.67,48.55,68.15,6.77,54.47,10.57,1.71,54.38,35.1
334,Roland Garros,2006,champion,3.29,1.14,94.86,68.0,47.14,16.0,4.43,7.14,4.57,3.14,109.71,68.29,41.43,18.14,10.43,16.43,113.29,91.29,46.19,41.86,69.32,8.65,59.57,15.77,-1.44,55.38,30.29
335,Roland Garros,2006,top2-8,5.75,1.91,101.81,64.91,46.88,21.16,5.03,7.31,4.41,3.06,107.91,67.19,42.22,19.75,7.41,12.88,113.97,95.75,43.78,56.59,72.22,9.38,57.34,8.84,11.28,54.34,36.21
336,Roland Garros,2007,champion,2.43,1.43,87.57,63.14,46.43,13.14,6.29,7.86,3.57,3.71,98.14,61.14,35.86,15.29,6.43,12.71,106.57,79.14,48.2,40.5,73.54,14.89,53.79,12.47,29.44,57.39,38.21
337,Roland Garros,2007,top2-8,4.94,2.56,97.0,61.28,44.91,20.22,4.88,6.94,2.59,2.62,105.06,66.31,39.53,18.69,7.34,12.91,111.97,90.09,45.33,65.6,73.29,13.68,56.61,8.38,13.46,55.41,34.96
338,Roland Garros,2008,champion,1.14,0.71,77.29,54.57,38.43,13.71,4.43,5.71,1.71,2.57,78.0,47.0,23.71,12.14,6.14,13.43,94.29,61.0,54.94,40.0,70.42,19.97,60.34,21.18,31.86,60.72,29.83
339,Roland Garros,2008,top2-8,9.75,2.91,101.53,64.03,48.38,21.5,4.34,6.47,4.78,3.47,111.56,66.91,42.22,20.88,7.06,12.69,118.34,94.75,44.3,67.1,75.56,12.46,57.33,10.57,11.45,55.54,33.77
340,Roland Garros,2009,champion,11.43,1.14,110.29,71.0,56.0,22.71,3.86,6.0,7.0,3.0,125.14,76.29,50.43,24.0,6.0,10.86,129.43,106.0,40.81,62.02,78.87,12.77,57.8,8.67,9.08,54.98,35.59
341,Roland Garros,2009,top2-8,7.47,2.09,92.19,57.25,44.41,20.09,3.22,4.84,3.88,2.5,101.0,64.69,39.41,16.81,5.97,11.81,109.28,83.91,45.1,65.81,77.57,16.65,57.5,11.2,15.98,56.57,29.07
342,Roland Garros,2010,champion,2.71,1.14,88.29,65.86,47.57,12.57,4.57,6.14,3.86,2.0,96.14,57.0,34.57,16.86,5.29,10.71,104.86,79.57,46.85,41.25,72.23,11.58,56.04,12.96,25.04,56.86,36.44
343,Roland Garros,2010,top2-8,8.38,2.75,92.47,55.97,43.19,21.44,3.16,4.75,5.38,2.81,101.88,62.19,39.28,18.53,6.81,12.22,108.69,85.66,44.99,60.9,77.17,14.01,58.74,12.05,10.8,55.92,27.99
344,Roland Garros,2011,champion,3.86,1.71,107.71,77.43,54.14,17.57,6.43,9.29,6.29,2.29,109.14,67.71,43.71,16.0,7.0,13.57,121.14,95.71,47.92,38.03,69.92,5.37,58.03,19.41,17.63,55.86,40.64
345,Roland Garros,2011,top2-8,6.77,2.81,100.71,63.68,48.0,20.0,4.32,6.94,4.61,3.42,109.45,65.9,40.35,20.81,7.9,13.87,116.29,93.87,44.8,59.49,75.38,14.15,54.01,6.23,5.29,55.33,33.35
346,Roland Garros,2012,champion,2.71,1.57,80.0,50.29,38.29,17.57,3.0,4.14,2.57,1.57,81.71,50.86,29.86,12.0,4.43,11.0,95.71,66.0,50.34,51.33,76.14,17.43,59.14,20.24,32.19,59.19,27.34
347,Roland Garros,2012,top2-8,6.19,2.44,103.94,66.16,49.06,21.44,4.78,7.09,3.97,3.5,112.34,68.41,42.31,19.75,7.5,13.62,120.78,95.5,45.53,60.93,74.15,12.3,56.75,11.79,12.35,55.84,34.23
348,Roland Garros,2013,champion,4.14,1.71,102.14,74.57,53.71,15.57,5.0,7.43,4.0,2.86,114.14,74.71,43.86,19.71,6.43,12.57,119.86,96.43,45.64,50.86,72.03,13.32,56.47,6.48,16.14,55.42,37.15
349,Roland Garros,2013,top2-8,6.19,2.28,99.31,64.22,48.59,21.16,3.56,5.12,4.44,2.69,110.0,69.81,44.53,18.06,7.81,13.44,117.16,92.16,44.86,58.23,75.66,11.87,60.3,15.36,11.42,55.97,27.59
350,Roland Garros,2014,champion,1.0,1.29,79.14,53.29,39.86,15.57,4.14,5.71,3.43,3.14,84.71,51.29,28.0,12.86,4.0,11.29,99.29,64.57,53.39,22.57,74.8,20.21,60.23,21.75,37.07,60.59,33.59
351,Roland Garros,2014,top2-8,8.5,3.53,105.44,64.59,47.75,22.75,4.59,7.09,4.47,3.31,108.25,67.56,42.28,18.47,6.59,12.78,118.0,95.69,44.36,65.54,73.93,11.35,55.69,10.3,13.18,55.22,35.68
352,Roland Garros,2015,champion,8.86,3.86,106.86,56.86,44.86,28.29,6.0,7.29,5.29,2.0,111.57,68.29,45.0,20.57,9.57,14.29,119.14,99.29,41.7,62.61,78.9,13.0,56.58,9.05,15.33,54.54,33.78
353,Roland Garros,2015,top2-8,5.13,2.16,89.39,57.06,43.81,18.35,2.94,4.65,3.58,3.97,101.55,63.35,39.26,16.16,7.68,13.77,108.29,82.65,45.94,58.9,76.78,14.81,56.76,14.46,7.46,56.71,25.24
354,Roland Garros,2016,champion,2.57,2.14,91.71,63.29,43.14,17.14,3.71,6.14,3.57,3.14,98.43,59.71,34.71,15.86,7.57,14.29,108.14,82.0,48.65,41.86,68.16,10.03,60.31,19.35,7.45,56.87,30.05
355,Roland Garros,2016,top2-8,6.88,2.59,109.91,66.75,49.53,25.06,5.38,7.5,5.97,3.56,115.94,71.03,45.91,21.03,8.5,14.12,123.59,102.25,42.44,53.54,74.2,9.57,58.06,11.23,11.53,54.72,34.69
356,Roland Garros,2017,champion,2.57,1.0,59.71,38.14,27.43,16.0,2.29,3.14,1.57,2.0,71.14,44.57,23.14,10.14,6.43,12.86,81.29,49.57,55.18,62.08,71.92,20.0,74.18,36.02,22.93,62.12,19.62
357,Roland Garros,2017,top2-8,6.12,2.94,99.5,59.59,43.91,22.72,4.81,7.19,4.72,3.62,104.31,62.81,39.78,17.47,6.91,13.03,113.69,90.12,46.02,56.46,73.69,10.36,56.93,14.83,13.87,55.78,35.56
358,Roland Garros,2018,champion,2.0,2.86,88.14,53.86,39.86,20.43,5.29,6.86,4.29,2.57,94.86,60.0,35.14,14.43,7.43,13.29,105.57,77.43,47.59,31.8,74.01,15.44,59.6,18.21,21.2,57.69,34.04
359,Roland Garros,2018,top2-8,7.41,3.28,107.56,70.06,51.78,20.97,4.25,6.78,6.09,3.94,113.84,70.59,46.34,18.72,7.62,13.38,121.53,99.88,43.78,54.89,73.91,8.26,55.92,12.64,5.73,54.89,33.63
360,Roland Garros,2019,champion,4.0,2.14,82.14,57.57,43.0,15.29,2.71,4.0,3.14,1.29,86.29,54.0,31.29,13.71,5.57,11.86,99.57,68.86,48.36,56.02,74.69,16.75,62.23,19.77,20.79,59.12,25.22
361,Roland Garros,2019,top2-8,7.66,3.66,109.09,70.72,53.25,21.03,4.75,7.03,4.75,4.31,114.72,71.94,47.47,19.62,6.91,12.53,121.91,101.91,42.37,61.72,75.3,9.31,54.81,8.95,12.42,54.47,35.94
362,Roland Garros,2020,champion,2.0,1.29,83.0,55.86,39.43,17.29,3.43,4.57,2.14,2.29,77.14,50.86,27.57,10.57,3.0,9.43,95.71,64.43,51.09,48.31,70.59,16.38,63.71,23.49,43.24,59.77,32.64
363,Roland Garros,2020,top2-8,5.09,2.22,100.69,64.72,46.47,20.22,5.03,7.44,4.03,3.19,104.88,66.0,39.66,16.97,6.44,13.06,114.94,90.62,47.3,55.81,71.8,11.71,56.21,12.56,18.3,55.92,36.29
364,Rome Masters,2001,champion,4.0,2.17,65.17,39.83,28.67,14.5,2.5,4.17,4.83,4.0,74.33,38.33,23.67,15.17,5.33,10.17,78.67,60.83,49.91,45.3,71.98,10.23,57.22,15.08,7.54,56.39,29.08
365,Rome Masters,2001,top2-8,3.8,1.8,70.28,40.0,28.92,16.4,3.6,5.48,2.88,2.72,72.76,41.0,25.48,14.0,4.6,8.92,78.6,64.44,46.9,56.89,72.3,10.15,54.16,10.08,14.12,54.95,38.06
366,Rome Masters,2002,champion,3.17,1.67,61.0,36.5,27.0,15.67,2.17,2.67,3.0,2.17,64.0,37.17,22.17,11.67,4.83,9.0,72.83,52.17,48.86,51.38,73.97,14.33,63.96,20.46,27.6,58.26,22.88
367,Rome Masters,2002,top2-8,3.71,1.42,67.38,42.54,30.46,14.29,3.21,4.88,3.12,2.71,68.17,42.96,27.25,10.96,3.71,7.58,74.71,60.83,44.42,54.32,71.6,8.17,57.53,14.06,16.84,55.12,39.17
368,Rome Masters,2003,champion,3.17,3.33,91.67,63.33,42.67,14.33,5.83,8.83,5.5,3.0,84.17,44.5,30.67,17.5,4.5,9.17,93.0,82.83,42.76,36.56,67.38,-1.54,50.56,6.45,16.95,52.89,49.06
369,Rome Masters,2003,top2-8,4.48,2.56,64.8,38.48,28.24,14.68,3.12,4.88,3.2,2.88,72.88,42.52,26.76,12.6,5.52,9.68,76.44,61.24,46.45,58.33,73.39,10.45,55.78,14.28,6.91,55.52,33.52
370,Rome Masters,2004,champion,3.33,1.33,62.33,40.83,31.17,12.5,2.33,3.0,4.5,3.17,61.83,36.33,23.5,12.0,2.67,6.33,70.0,54.17,43.37,42.53,76.34,11.66,58.14,11.08,35.49,56.37,32.15
371,Rome Masters,2004,top2-8,3.04,2.12,70.6,45.44,33.04,12.84,3.48,5.6,2.88,3.96,76.0,44.44,29.08,12.92,5.76,10.12,79.88,66.72,45.25,51.35,72.71,7.27,51.03,10.09,5.22,54.49,35.62
372,Rome Masters,2005,champion,0.5,1.33,80.67,55.5,36.83,12.83,2.17,5.17,1.5,2.83,83.5,56.33,31.0,11.33,4.67,10.83,90.83,73.33,51.96,25.0,66.36,11.33,50.97,9.27,-1.15,55.33,32.31
373,Rome Masters,2005,top2-8,3.08,2.4,70.0,43.32,31.52,14.12,4.2,5.88,3.4,2.52,73.12,43.96,27.2,12.16,5.52,9.84,79.4,63.72,48.52,47.53,72.76,10.89,52.92,11.22,15.33,55.48,37.4
374,Rome Masters,2006,champion,1.0,0.83,73.33,59.0,40.83,8.0,2.67,4.17,3.17,1.5,76.33,48.0,30.33,13.0,3.33,7.67,81.83,67.83,48.18,23.98,69.2,6.01,55.83,9.94,20.61,54.68,35.22
375,Rome Masters,2006,top2-8,3.96,3.08,73.84,42.08,30.2,16.88,4.68,6.88,1.76,2.2,75.52,46.08,28.92,12.4,5.2,9.64,81.28,68.08,45.75,69.23,71.77,9.01,53.15,11.03,14.08,54.42,41.65
376,Rome Masters,2007,champion,2.6,1.4,59.2,41.2,29.6,9.2,1.8,3.6,3.4,2.0,75.6,52.6,29.8,7.6,6.8,11.8,77.0,57.8,50.76,43.33,71.84,15.19,51.11,18.07,-7.63,57.12,23.38
377,Rome Masters,2007,top2-8,2.62,2.14,68.1,46.9,32.95,11.19,3.67,5.62,2.14,2.57,71.33,45.19,27.57,10.81,5.1,9.67,77.1,62.33,47.09,55.04,70.26,9.25,52.78,11.43,12.56,55.3,36.76
378,Rome Masters,2008,champion,1.2,1.4,56.6,38.2,27.6,11.4,3.2,4.0,1.6,2.6,53.0,33.2,19.8,9.0,1.4,4.8,63.2,46.4,54.53,42.86,72.25,12.61,61.96,16.51,50.83,57.66,45.45
379,Rome Masters,2008,top2-8,4.76,2.43,71.86,45.48,32.52,15.05,2.9,4.62,3.1,2.05,76.52,48.76,31.48,12.71,5.05,8.81,79.9,68.48,44.92,60.56,71.5,6.94,57.05,11.26,5.45,53.85,34.4
380,Rome Masters,2009,champion,0.6,0.6,54.2,37.0,26.0,10.6,2.8,3.8,1.4,2.6,54.8,33.2,19.4,8.2,2.2,6.6,63.8,45.2,49.86,30.0,70.27,11.84,61.63,23.67,40.35,58.53,36.54
381,Rome Masters,2009,top2-8,3.29,2.43,72.19,44.76,32.33,15.19,3.62,5.19,3.48,2.71,73.81,42.48,27.86,14.52,4.81,8.57,78.95,67.05,43.19,48.6,72.23,6.65,55.38,9.03,13.62,54.08,37.72
382,Rome Masters,2010,champion,1.4,0.8,63.0,48.0,35.4,8.8,3.0,3.2,4.4,1.6,65.8,46.2,30.8,7.4,5.8,8.8,71.8,57.0,42.73,24.14,73.75,7.08,58.67,20.91,27.84,55.75,26.67
383,Rome Masters,2010,top2-8,4.14,1.62,66.48,45.86,33.0,12.0,2.86,4.33,3.19,2.38,68.24,41.67,26.86,11.86,4.14,7.62,74.52,60.19,44.5,56.48,71.96,7.5,58.2,13.56,11.72,55.32,36.23
384,Rome Masters,2011,champion,2.0,0.8,62.2,42.0,29.0,11.8,3.0,4.6,3.0,1.8,63.8,43.6,26.8,6.0,5.0,9.4,71.8,54.2,49.64,40.0,69.05,7.58,58.42,28.72,12.03,56.98,32.86
385,Rome Masters,2011,top2-8,3.81,1.29,64.86,41.05,29.62,13.52,2.86,4.57,3.19,1.71,66.29,42.19,26.14,10.76,3.62,7.71,72.52,58.62,45.49,54.43,72.16,10.2,56.78,12.13,15.63,55.3,37.21
386,Rome Masters,2012,champion,1.0,1.0,59.8,40.2,30.6,11.6,4.0,4.6,2.0,2.2,65.4,44.6,27.2,8.8,4.4,8.2,71.6,53.6,45.35,33.33,76.12,15.13,59.18,16.87,33.3,57.19,35.94
387,Rome Masters,2012,top2-8,3.95,1.4,71.0,45.1,32.95,14.75,3.1,4.55,3.55,2.2,69.4,42.95,27.45,12.25,4.15,7.85,77.4,63.0,44.24,52.67,73.06,9.15,56.95,10.64,15.26,55.13,36.69
388,Rome Masters,2013,champion,0.4,0.8,67.4,50.0,34.4,9.2,4.4,6.2,4.8,1.2,69.2,43.8,26.4,10.8,4.0,8.4,75.6,61.0,47.66,7.69,68.8,8.53,52.87,10.35,23.35,55.34,42.47
389,Rome Masters,2013,top2-8,5.2,1.85,70.7,43.3,32.1,14.9,3.25,4.8,3.05,2.2,70.8,45.25,29.1,12.4,3.75,7.15,76.3,65.2,42.52,63.03,74.13,9.82,54.38,5.85,15.26,53.92,40.17
390,Rome Masters,2014,champion,3.4,0.8,82.6,56.0,39.0,15.4,3.0,5.8,5.0,2.4,91.0,60.2,39.2,12.2,6.6,11.4,94.0,79.6,44.54,40.48,69.64,4.52,57.89,18.28,-6.17,54.15,33.72
391,Rome Masters,2014,top2-8,5.62,1.76,71.67,47.05,35.29,13.57,3.33,4.71,4.57,1.81,73.57,47.1,30.48,12.0,4.48,8.1,79.95,65.29,42.89,55.15,75.01,10.3,55.12,9.79,15.39,55.05,36.77
392,Rome Masters,2015,champion,5.0,0.6,72.4,50.4,39.8,12.8,1.4,2.0,6.2,1.8,73.2,45.8,31.8,13.4,3.4,6.2,80.6,65.0,37.86,44.64,78.97,9.54,58.18,9.27,15.16,55.36,24.39
393,Rome Masters,2015,top2-8,4.61,1.78,68.06,39.94,30.83,15.0,2.72,4.17,4.67,1.39,72.33,44.33,28.94,12.39,5.44,9.17,76.83,63.56,42.94,49.68,77.19,11.91,53.34,9.09,5.91,54.73,31.26
394,Rome Masters,2016,champion,5.4,2.0,50.2,29.8,23.8,11.4,1.8,2.8,2.4,2.6,58.2,33.6,20.0,9.6,4.6,9.0,63.8,44.6,49.08,69.23,79.87,20.35,55.88,16.86,13.18,58.86,23.73
395,Rome Masters,2016,top2-8,2.6,1.45,70.35,47.7,34.0,13.15,2.45,4.35,4.35,1.75,75.6,47.3,30.35,12.75,3.8,7.7,79.65,66.3,44.82,37.41,71.28,7.12,58.06,13.01,6.97,54.57,36.1
396,Rome Masters,2017,champion,6.0,2.0,64.33,44.33,35.17,12.17,1.5,2.33,3.67,3.67,75.33,47.0,32.5,12.5,3.83,7.0,77.67,62.0,40.94,62.05,79.34,10.19,60.85,16.73,9.67,55.61,24.97
397,Rome Masters,2017,top2-8,9.1,1.35,63.35,42.15,33.25,12.25,1.85,2.75,3.2,2.2,66.0,40.55,27.7,12.8,4.0,6.65,71.0,58.35,40.53,73.98,78.88,10.57,57.78,7.49,7.12,54.89,29.26
398,Rome Masters,2018,champion,1.2,1.2,57.0,37.6,26.8,12.8,2.4,3.8,3.2,1.6,65.6,43.4,25.2,8.8,3.4,7.8,71.2,51.4,48.88,27.27,71.28,13.22,65.98,26.34,19.57,58.08,32.76
399,Rome Masters,2018,top2-8,3.83,1.7,69.48,45.13,32.74,14.26,2.39,3.91,4.39,2.43,74.17,44.61,29.04,13.17,4.48,8.3,78.96,64.7,43.85,46.59,72.55,7.45,58.56,14.01,7.15,54.96,32.02
400,Rome Masters,2019,champion,1.0,0.8,52.0,34.8,25.6,11.6,2.6,3.0,3.0,2.8,58.2,39.4,22.0,6.4,4.8,9.4,67.0,43.2,52.3,25.0,73.56,17.72,67.44,33.4,35.61,60.8,24.19
401,Rome Masters,2019,top2-8,3.74,2.21,69.37,42.95,30.58,15.26,2.68,4.37,3.37,2.32,70.05,42.32,27.16,12.89,4.21,8.05,75.84,63.58,44.36,52.6,71.2,7.02,57.76,11.28,9.03,54.4,35.19
402,Rome Masters,2020,champion,5.2,1.4,69.8,46.2,32.4,12.8,3.0,4.8,2.6,2.6,82.0,52.6,32.4,11.6,8.0,12.0,83.2,68.6,46.35,66.67,70.13,8.53,54.24,14.78,-4.17,54.81,28.57
403,Rome Masters,2020,top2-8,2.64,2.73,68.41,42.0,30.0,15.0,2.77,4.59,2.95,2.82,76.05,45.0,28.36,13.82,5.86,10.05,78.86,65.59,45.74,47.23,71.43,8.41,56.8,12.29,2.04,54.59,31.35
404,Shanghai Masters,2009,champion,4.8,1.2,72.0,48.6,36.8,12.6,3.4,4.4,4.8,1.2,78.4,47.8,32.6,13.8,5.4,8.6,81.4,69.0,40.77,50.0,75.72,7.52,53.85,8.75,14.48,54.12,33.85
405,Shanghai Masters,2009,top2-8,6.77,1.91,63.18,40.23,30.91,12.64,2.45,3.59,5.5,2.27,66.27,42.18,27.82,10.0,3.59,6.95,72.0,57.45,44.07,55.18,76.83,10.87,55.08,13.57,16.6,55.62,34.06
406,Shanghai Masters,2010,champion,5.0,2.0,50.2,27.8,23.8,13.0,3.2,3.6,3.0,2.0,56.8,35.0,20.8,8.4,3.8,7.6,64.4,42.6,48.64,62.5,85.61,26.18,58.04,19.51,38.89,60.19,32.14
407,Shanghai Masters,2010,top2-8,5.82,1.82,67.64,41.36,31.32,14.77,3.09,4.23,4.32,2.09,66.32,41.0,26.14,12.73,4.55,7.77,73.55,60.41,41.94,57.4,75.73,11.97,56.2,5.92,14.49,54.9,35.25
408,Shanghai Masters,2011,champion,6.25,2.5,56.0,35.25,28.5,10.75,1.75,3.0,1.5,3.5,69.0,36.25,24.25,12.75,4.25,8.5,71.25,53.75,47.34,80.65,80.85,13.95,51.81,12.88,8.33,57.0,26.09
409,Shanghai Masters,2011,top2-8,7.21,2.83,74.58,41.46,31.96,18.92,3.29,4.79,6.08,3.42,79.25,46.83,32.21,15.42,3.75,7.08,82.5,71.33,40.61,54.25,77.09,8.31,57.13,9.57,15.71,53.63,40.35
410,Shanghai Masters,2012,champion,5.8,2.0,60.0,40.4,32.6,9.8,0.6,2.2,2.8,2.0,69.4,40.2,26.6,11.4,3.4,7.4,73.8,55.6,45.51,67.44,80.69,14.52,50.0,10.96,-18.68,57.03,22.92
411,Shanghai Masters,2012,top2-8,6.9,2.3,68.55,40.25,31.3,16.1,2.05,3.2,5.75,3.15,71.55,42.35,28.15,13.2,4.9,8.45,77.6,62.5,42.85,54.55,77.76,11.29,56.89,11.68,6.07,55.39,27.47
412,Shanghai Masters,2013,champion,6.2,1.0,64.6,42.2,32.4,13.2,1.8,2.8,4.2,2.6,78.2,51.2,31.8,11.4,5.2,9.2,80.6,62.2,46.54,59.62,76.78,14.67,58.93,16.71,7.77,56.44,23.33
413,Shanghai Masters,2013,top2-8,9.2,1.3,66.9,43.65,34.95,13.6,2.5,3.05,6.5,1.75,70.4,44.5,31.5,11.95,4.4,7.05,75.5,61.8,38.99,58.6,80.07,9.28,58.49,12.35,19.56,54.99,30.2
414,Shanghai Masters,2014,champion,8.2,0.6,74.8,53.4,40.6,11.8,2.6,3.4,3.2,0.6,81.6,52.0,31.8,16.6,5.4,7.6,85.6,70.8,41.57,71.93,76.03,14.88,55.14,-0.94,5.42,54.73,30.91
415,Shanghai Masters,2014,top2-8,8.27,1.45,75.82,49.23,38.09,14.86,3.05,4.18,8.0,1.91,77.41,49.27,34.05,12.23,3.95,7.14,84.09,69.14,40.7,50.83,77.37,8.26,55.89,12.43,17.65,54.88,36.93
416,Shanghai Masters,2015,champion,5.4,0.2,47.6,32.4,24.6,10.4,1.0,1.8,4.4,3.6,62.4,36.2,23.4,7.8,7.2,11.4,66.2,43.8,51.06,55.1,75.93,11.29,68.42,38.65,-7.6,60.18,13.64
417,Shanghai Masters,2015,top2-8,9.38,1.95,79.29,49.67,39.24,16.67,3.1,3.95,6.9,2.52,82.33,51.67,36.05,15.29,4.71,7.38,86.9,74.71,39.07,57.62,79.0,9.23,56.28,6.41,14.66,53.77,34.86
418,Shanghai Masters,2016,champion,6.0,2.4,53.6,30.8,25.0,11.6,2.0,3.2,2.0,2.6,60.8,36.8,21.4,9.2,5.0,9.2,66.8,47.6,49.57,75.0,81.17,23.02,50.88,12.55,8.15,58.39,25.81
419,Shanghai Masters,2016,top2-8,5.33,2.25,70.54,44.96,33.79,13.29,3.21,4.67,5.21,2.92,71.29,43.92,29.88,11.42,3.88,7.5,77.08,64.75,43.23,50.57,75.16,7.13,51.95,10.23,17.01,54.35,38.37
420,Shanghai Masters,2017,champion,9.4,0.6,57.4,41.6,33.0,10.0,1.4,2.0,5.2,0.6,77.6,50.8,32.8,13.0,5.2,8.0,74.8,60.2,41.06,64.38,79.33,14.76,63.29,14.78,5.0,55.41,20.0
421,Shanghai Masters,2017,top2-8,9.0,1.5,73.95,50.23,39.64,14.45,2.55,3.64,8.23,2.82,81.05,53.09,37.45,13.0,4.59,7.41,84.68,70.32,38.04,52.23,78.92,8.38,60.92,14.43,8.11,54.63,32.94
422,Shanghai Masters,2018,champion,5.2,0.8,51.6,37.2,31.6,8.6,0.8,0.8,6.2,2.8,61.4,41.4,26.4,8.6,3.8,6.6,66.6,46.4,44.2,45.61,84.95,21.18,59.72,16.72,42.42,58.94,10.81
423,Shanghai Masters,2018,top2-8,8.14,1.29,65.57,44.48,33.95,12.24,2.05,3.14,6.71,2.29,71.71,45.05,31.19,12.67,3.43,6.29,74.05,63.24,39.17,54.81,76.33,7.1,58.04,10.52,10.76,53.94,33.3
424,Shanghai Masters,2019,champion,8.4,2.2,62.6,43.0,36.2,9.8,3.2,4.0,4.2,2.8,64.4,39.4,27.6,10.8,2.2,5.0,72.0,55.0,41.78,66.67,84.19,14.14,50.0,6.8,36.0,56.69,44.44
425,Shanghai Masters,2019,top2-8,9.2,2.45,70.1,48.1,38.3,12.2,2.15,3.2,6.1,2.25,73.05,45.45,30.95,14.75,3.3,5.95,77.85,65.3,37.97,60.13,79.63,11.53,55.45,2.01,11.73,54.38,34.97
426,Stuttgart Masters,2001,champion,10.6,3.4,90.4,49.8,38.2,21.8,4.0,6.2,7.0,2.8,91.2,53.0,37.8,17.2,6.4,10.2,96.2,85.4,39.91,60.23,76.71,5.39,53.69,8.66,1.77,52.97,37.8
